fips,naics,employees,firms,wages
13000,111211,0,3,0
13000,111219,0,136,0
13000,111910,0,16,0
13000,111930,0,1,0
13000,111940,0,17,0
13000,112410,0,2,0
13000,112420,0,2,0
13000,112511,0,3,0
13000,112519,0,2,0
13000,114111,0,1,0
13000,114112,0,5,0
13000,114119,0,1,0
13000,212312,0,4,0
13000,212319,0,8,0
13000,212391,0,1,0
13000,212393,0,3,0
13000,213112,0,18,0
13000,213114,0,1,0
13000,221111,0,3,0
13000,221113,0,5,0
13000,221117,0,2,0
13000,221118,0,3,0
13000,221121,0,2,0
13000,311211,0,8,0
13000,311230,0,6,0
13000,311314,0,2,0
13000,311351,0,9,0
13000,311411,0,2,0
13000,311412,0,14,0
13000,311421,0,24,0
13000,311423,0,1,0
13000,311511,0,6,0
13000,311512,0,1,0
13000,311514,0,4,0
13000,311811,0,184,0
13000,311813,0,5,0
13000,311920,0,16,0
13000,311930,0,12,0
13000,312140,0,10,0
13000,312230,0,4,0
13000,313220,0,6,0
13000,313240,0,2,0
13000,315110,0,1,0
13000,315990,0,8,0
13000,316992,0,5,0
13000,316998,0,10,0
13000,321212,0,5,0
13000,321213,0,4,0
13000,324191,0,11,0
13000,324199,0,2,0
13000,325413,0,8,0
13000,325414,0,10,0
13000,325910,0,19,0
13000,325920,0,1,0
13000,327211,0,5,0
13000,327212,0,6,0
13000,327310,0,38,0
13000,327332,0,9,0
13000,331221,0,6,0
13000,331222,0,5,0
13000,331313,0,2,0
13000,331314,0,2,0
13000,331410,0,2,0
13000,331420,0,14,0
13000,331523,0,3,0
13000,331529,0,1,0
13000,332431,0,5,0
13000,332439,0,9,0
13000,332912,0,2,0
13000,332919,0,7,0
13000,333112,0,6,0
13000,333131,0,4,0
13000,333242,0,3,0
13000,333244,0,11,0
13000,333611,0,5,0
13000,333613,0,4,0
13000,333921,0,3,0
13000,333923,0,8,0
13000,333991,0,2,0
13000,333996,0,5,0
13000,334111,0,25,0
13000,334112,0,7,0
13000,334310,0,13,0
13000,334412,0,6,0
13000,334417,0,5,0
13000,334516,0,13,0
13000,334517,0,10,0
13000,334613,0,3,0
13000,335110,0,4,0
13000,335129,0,3,0
13000,335911,0,19,0
13000,335912,0,4,0
13000,335921,0,8,0
13000,335929,0,5,0
13000,335931,0,10,0
13000,335932,0,3,0
13000,336112,0,2,0
13000,336120,0,1,0
13000,336414,0,1,0
13000,336415,0,5,0
13000,336991,0,12,0
13000,336992,0,1,0
13000,339993,0,3,0
13000,339995,0,4,0
13000,452311,0,240,0
13000,452319,0,1922,0
13000,482111,0,3,0
13000,482112,0,2,0
13000,483211,0,3,0
13000,483212,0,1,0
13000,485111,0,5,0
13000,485112,0,1,0
13000,485210,0,8,0
13000,485410,0,43,0
13000,486110,0,8,0
13000,486210,0,20,0
13000,486910,0,22,0
13000,486990,0,1,0
13000,488119,0,46,0
13000,521110,0,9,0
13000,523140,0,18,0
13000,523210,0,2,0
13000,525110,0,10,0
13000,525190,0,8,0
13000,525910,0,9,0
13000,713210,0,1,0
13000,721120,0,6,0
13000,721191,0,65,0
13000,921120,0,7,0
13000,922160,0,2,0
13000,713290,3,24,48324
13000,111411,9,3,244727
13000,337125,12,3,359074
13000,512132,44,4,369959
13000,111140,19,4,566298
13000,812922,25,8,582195
13000,423520,5,4,619304
13000,238121,24,10,675532
13000,522293,12,10,739142
13000,111333,52,5,784536
13000,112112,23,5,859810
13000,487990,38,5,917825
13000,331513,12,4,980400
13000,111199,27,5,982554
13000,111191,38,6,1018164
13000,332992,29,6,1055636
13000,811430,48,34,1057041
13000,111110,34,6,1063431
13000,316110,25,3,1072065
13000,111332,65,7,1271544
13000,339992,42,14,1433281
13000,111336,99,5,1434354
13000,512120,13,12,1539629
13000,112920,49,23,1542871
13000,221114,25,11,1612593
13000,334614,14,13,1638187
13000,483114,46,5,1665788
13000,483112,13,4,1682793
13000,339910,56,29,1706115
13000,525920,32,24,1933744
13000,332215,53,9,1941294
13000,115113,244,8,2011691
13000,512230,16,15,2083685
13000,335210,14,7,2139672
13000,327910,42,5,2206876
13000,562213,77,3,2296020
13000,112210,74,10,2300799
13000,488310,52,5,2361774
13000,722330,164,46,2389610
13000,532411,29,12,2572569
13000,483113,45,6,2581125
13000,334210,19,10,2618635
13000,331492,41,7,2708929
13000,532284,103,17,2856665
13000,487210,108,14,2903085
13000,532282,75,16,2909531
13000,333316,28,11,2941962
13000,333519,44,4,3022216
13000,481219,41,12,3023568
13000,525120,42,11,3031549
13000,331524,81,7,3115246
13000,523130,63,15,3121323
13000,323117,67,6,3288235
13000,111331,164,3,3523896
13000,481212,77,16,3585015
13000,115116,84,16,3712038
13000,424520,214,22,3734466
13000,111150,149,22,3915436
13000,212322,69,6,3962846
13000,333997,56,4,4011275
13000,811411,120,41,4080679
13000,336611,68,5,4438438
13000,339994,60,8,4535919
13000,112990,144,24,4650013
13000,112390,144,8,4756207
13000,512290,87,12,4770929
13000,331491,37,3,4806995
13000,325193,71,4,4926401
13000,238172,109,13,4942558
13000,611410,144,8,5001666
13000,113210,105,15,5030016
13000,511199,72,11,5034901
13000,332721,129,6,5055829
13000,712120,138,14,5085863
13000,335121,80,6,5135675
13000,451212,189,24,5139210
13000,324110,87,4,5168222
13000,812921,112,14,5184418
13000,512250,80,28,5189699
13000,711120,147,11,5459554
13000,519110,68,12,5567403
13000,221320,104,7,5680657
13000,339114,100,20,5714590
13000,512199,69,19,5768748
13000,517410,59,15,5926107
13000,332613,113,5,5957023
13000,212399,98,6,5971457
13000,721211,274,51,6029137
13000,448320,181,31,6048988
13000,332811,107,5,6194579
13000,333314,57,13,6214008
13000,442291,158,40,6229358
13000,424510,123,15,6245269
13000,424340,115,29,6328148
13000,112910,203,21,6359863
13000,311520,235,6,6414863
13000,811112,195,61,6438326
13000,333994,106,7,6660677
13000,487110,287,16,6681389
13000,315210,270,39,6748690
13000,312130,250,41,6872107
13000,213111,110,26,6965837
13000,512240,181,59,7054706
13000,334514,125,6,7115792
13000,334290,97,12,7193758
13000,562211,110,21,7199935
13000,562112,141,10,7206061
13000,238291,158,39,7418004
13000,114210,220,37,7628635
13000,453920,246,88,7729293
13000,424110,102,17,7772296
13000,111339,423,9,7800510
13000,532281,370,29,7844346
13000,711212,269,14,8012284
13000,721310,332,35,8017544
13000,333992,137,12,8096750
13000,112111,259,80,8146206
13000,541360,174,34,8211143
13000,485310,252,58,8327641
13000,488390,117,7,8396062
13000,333995,156,10,8447352
13000,611692,405,62,8452237
13000,541420,119,36,8469241
13000,485119,141,3,8651380
13000,313320,207,11,8661790
13000,332996,176,11,8737383
13000,335999,152,19,9337041
13000,333612,175,5,9438734
13000,333912,116,11,9488126
13000,445220,325,70,9547447
13000,115112,252,62,9687997
13000,312113,270,22,10012202
13000,316210,249,7,10167378
13000,621410,312,38,10214047
13000,332313,275,26,10509748
13000,111998,358,53,10774943
13000,333515,177,16,10962781
13000,332618,235,13,11312115
13000,813940,242,49,11343992
13000,923140,215,48,11665805
13000,332111,154,7,11737208
13000,453930,250,63,11761389
13000,483111,165,20,11892599
13000,333511,263,19,12114521
13000,321912,328,16,12163841
13000,541870,295,39,12185015
13000,111334,508,52,12246074
13000,111419,289,14,12285534
13000,333414,208,12,12468233
13000,519190,132,62,12627267
13000,445292,485,46,12746030
13000,334416,206,6,12806921
13000,115115,579,37,12885042
13000,711190,192,15,13148226
13000,445291,358,47,13250365
13000,611511,368,28,13312709
13000,221112,121,16,13325899
13000,713120,681,50,13443402
13000,315280,295,14,13497674
13000,111992,451,82,13514539
13000,711219,358,72,13641893
13000,611513,330,29,13767061
13000,212321,260,16,13851457
13000,624229,319,48,14074466
13000,337124,267,15,14074938
13000,811211,454,67,14134562
13000,562219,241,17,14186597
13000,311224,264,9,14245677
13000,522294,100,7,14520305
13000,337122,433,56,14573757
13000,541340,255,89,14575297
13000,485320,684,69,14629656
13000,325120,220,11,14654700
13000,445299,736,109,14688903
13000,326130,335,6,14757039
13000,423140,370,44,14789318
13000,334418,321,13,15017573
13000,311613,223,7,15048704
13000,812191,710,107,15121327
13000,327331,322,13,15153955
13000,339991,291,12,15316852
13000,541922,276,111,15432322
13000,488330,227,14,15434841
13000,322299,300,16,15689977
13000,811412,426,139,15727151
13000,212311,327,24,15800181
13000,451130,869,99,15946992
13000,113110,357,69,15955609
13000,561491,401,37,15957939
13000,811213,374,51,16040916
13000,311352,404,24,16055400
13000,512191,241,69,16201532
13000,334519,214,21,16210750
13000,325320,343,14,16256936
13000,213115,365,11,16482111
13000,311225,228,7,16532732
13000,325212,240,9,16784329
13000,339940,412,9,16815289
13000,811420,452,124,16842303
13000,812310,721,210,17033900
13000,453991,770,174,17106778
13000,331315,170,5,17138086
13000,332114,341,8,17229341
13000,485999,794,41,17396137
13000,488991,449,42,17419212
13000,238191,401,46,17658640
13000,111422,530,43,17686112
13000,332722,306,5,17792622
13000,325314,381,22,17849826
13000,337920,281,6,18097403
13000,481112,231,23,18201635
13000,721214,576,46,18279016
13000,423920,318,42,18409552
13000,337121,493,12,18465636
13000,326291,374,11,18667250
13000,611630,651,52,18705424
13000,238341,440,132,18740107
13000,562119,383,37,18988375
13000,238131,391,134,19064906
13000,238342,414,52,19410552
13000,811113,492,132,19811433
13000,238132,398,41,19958185
13000,333999,335,21,20156335
13000,511140,281,35,20646995
13000,332913,434,5,20743150
13000,541490,376,73,20905169
13000,541713,188,17,20935902
13000,324121,325,33,21265844
13000,624210,640,50,21278166
13000,811198,595,137,21487788
13000,334515,194,23,21536111
13000,812111,793,140,21539138
13000,334511,204,11,21765061
13000,333922,329,22,21874759
13000,115210,630,107,21900159
13000,331210,372,7,22118200
13000,713930,747,68,22218166
13000,813219,397,43,22329598
13000,334413,117,22,22613139
13000,111335,693,81,22671575
13000,326111,472,11,22822077
13000,334419,558,25,22885374
13000,561431,972,199,23058910
13000,333517,391,40,23085253
13000,315240,521,24,23198412
13000,561520,518,74,23223288
13000,337127,706,22,23405599
13000,611699,806,126,23522617
13000,561591,517,82,23689202
13000,812113,987,512,23732643
13000,112310,633,25,23959422
13000,333413,366,20,23987439
13000,485510,653,35,24225485
13000,311513,547,10,24271048
13000,311824,447,9,24288338
13000,522190,395,39,24763144
13000,445210,1135,131,24835707
13000,326212,534,17,24866303
13000,451140,875,114,25074638
13000,321999,521,44,25079035
13000,561492,480,128,25181836
13000,337211,472,14,25380131
13000,333993,359,25,25481622
13000,325311,275,10,25517200
13000,336510,472,7,25590723
13000,333243,436,21,25593124
13000,453110,1192,330,25621649
13000,446191,1155,269,25635682
13000,811118,633,158,25893453
13000,443141,645,118,25920806
13000,332999,648,43,25956792
13000,423410,375,31,26183420
13000,325194,309,5,26262226
13000,562991,627,91,26478362
13000,333514,545,34,26650944
13000,111920,949,176,27617623
13000,811490,785,258,27672049
13000,928120,281,6,27692500
13000,238141,634,192,28058642
13000,238171,581,127,28061538
13000,423460,416,48,28065341
13000,314910,747,40,28298128
13000,448130,1693,191,28359270
13000,321992,734,20,28473440
13000,311941,500,9,28859218
13000,238151,573,73,28885280
13000,332112,471,4,28901621
13000,326112,508,14,28974057
13000,444210,849,131,29233318
13000,424320,880,69,29240595
13000,337212,644,59,29670854
13000,488999,664,34,29941854
13000,623210,1302,96,30034237
13000,314994,686,24,30577525
13000,711110,1282,54,30746943
13000,541350,651,191,31106857
13000,611610,1805,348,32185582
13000,562998,598,50,32201941
13000,531190,704,191,32332395
13000,325199,475,19,32378685
13000,311710,717,7,32667286
13000,541830,322,41,32689369
13000,334510,447,41,33053285
13000,448150,1630,201,33574858
13000,332813,738,42,33705371
13000,813312,837,114,33868100
13000,327110,663,30,34013373
13000,541199,561,130,34018791
13000,327999,537,18,34078078
13000,326150,727,25,34138784
13000,812220,791,101,34324342
13000,561622,633,114,34463931
13000,327992,513,5,34730057
13000,811122,839,136,34805893
13000,532420,439,37,34844493
13000,711410,407,115,34975789
13000,326122,668,15,34979345
13000,532112,385,15,35083706
13000,324122,437,9,35125660
13000,712110,1204,83,35210335
13000,423940,777,179,35362782
13000,541191,658,140,35642766
13000,424460,801,31,35683374
13000,115111,828,54,35820577
13000,325613,443,11,36167480
13000,332911,226,11,36523198
13000,238391,760,117,36606780
13000,112320,715,75,36641807
13000,339930,452,22,36973083
13000,441222,733,79,37185851
13000,561613,974,20,37190492
13000,721199,1398,65,37450169
13000,493130,966,47,37465387
13000,325411,521,14,37477030
13000,424440,984,28,37507573
13000,424310,697,92,37601156
13000,541921,1347,287,37677184
13000,339920,865,43,38074603
13000,424940,747,24,38160204
13000,315220,990,28,38163701
13000,112120,1021,74,38737435
13000,485113,1096,18,38762849
13000,624221,1386,90,38926633
13000,321219,590,7,39076745
13000,332994,762,31,39757229
13000,562920,728,28,39942751
13000,332216,780,25,40141331
13000,311991,1213,28,40297102
13000,332510,813,26,40558779
13000,322122,500,3,40718399
13000,323120,1185,49,40951263
13000,711320,1167,103,41611474
13000,713950,2432,72,41653389
13000,451211,2131,173,42353659
13000,337214,902,10,42412429
13000,311111,522,16,42581304
13000,311119,778,46,42761645
13000,331511,962,9,42859844
13000,444120,973,161,43183526
13000,325992,691,11,43237062
13000,541720,710,73,43331702
13000,333241,615,25,43596573
13000,325130,624,17,43596915
13000,339999,820,66,43768529
13000,238332,827,100,43913287
13000,423390,824,67,44024517
13000,112340,970,27,44404745
13000,712190,1017,40,44678582
13000,327215,908,30,44855611
13000,334512,523,14,45100368
13000,335314,624,14,45237829
13000,813311,1299,117,45472625
13000,561599,836,83,45649732
13000,333618,827,9,45829432
13000,333914,757,27,46116089
13000,314120,1516,77,46425086
13000,711130,648,130,46718886
13000,238352,913,115,47301084
13000,712130,1450,17,47522491
13000,522390,953,160,47780413
13000,561740,1279,218,47801252
13000,311942,741,16,47936880
13000,326220,957,15,48136408
13000,336330,1033,9,48142224
13000,322230,865,16,48753213
13000,326121,1009,17,49312608
13000,311911,932,6,49550514
13000,326191,1257,21,50148275
13000,445230,1634,81,50159418
13000,312112,936,24,50163269
13000,448110,1712,204,50163545
13000,337910,1180,16,50193643
13000,532289,1488,184,50236298
13000,115310,890,164,50279465
13000,325620,868,40,50827627
13000,531320,942,485,50928880
13000,561910,1119,65,51098224
13000,332323,1035,65,51787898
13000,321114,865,21,51805851
13000,541320,901,205,51828215
13000,424930,1379,114,52291826
13000,325991,832,14,52327250
13000,621391,1008,172,52445667
13000,332812,1116,54,52643580
13000,336214,1665,38,53285318
13000,813930,1346,201,53397510
13000,561410,1355,192,53526311
13000,562212,818,68,54208213
13000,311830,1274,9,54260770
13000,541860,942,96,54499366
13000,921110,970,29,54558972
13000,926130,597,14,54859564
13000,561611,1202,166,54928778
13000,327213,817,6,55069791
13000,331110,810,31,55183221
13000,515111,758,53,55714873
13000,424430,1089,46,55810177
13000,525990,287,38,55882982
13000,321991,1859,15,56223278
13000,454210,1504,107,56490036
13000,611512,933,40,56703536
13000,333249,995,67,56756036
13000,532310,999,88,57162458
13000,424920,1478,55,57317996
13000,424950,797,61,57860484
13000,441210,1121,50,57896647
13000,321918,1517,60,58603554
13000,339116,1387,208,58889797
13000,424710,799,73,58947036
13000,332420,1058,27,59004928
